date,weekday,CO,O3,NO2,SO2,PM10,PM2.5,AQI,clean,acceptable,unhealthy_for_the_sensitive,unhealthy,very_unhealthy,hazardous
2018-04-22,Sunday,26,33.0,57.0,10.0,77.0,106.0,106.0,,,1.0,,,
2018-04-23,Monday,26,30.0,44.0,9.0,66.0,94.0,94.0,,1.0,,,,
2018-04-24,Tuesday,33,22.0,76.0,10.0,43.0,73.0,73.0,,1.0,,,,
2018-04-25,Wednesday,31,43.0,70.0,10.0,47.0,73.0,73.0,,1.0,,,,
2018-04-26,Thursday,23,52.0,72.0,6.0,45.0,56.0,56.0,,1.0,,,,
2018-04-27,Friday,20,38.0,55.0,9.0,52.0,64.0,64.0,,1.0,,,,
2018-04-28,Saturday,25,36.0,52.0,9.0,52.0,69.0,69.0,,1.0,,,,
2018-04-29,Sunday,25,42.0,57.0,10.0,79.0,111.0,111.0,,,1.0,,,
2018-04-30,Monday,23,40.0,58.0,11.0,51.0,72.0,72.0,,1.0,,,,
2018-05-01,Tuesday,26,40.0,59.0,11.0,39.0,75.0,75.0,,1.0,,,,
2018-05-02,Wednesday,30,36.0,66.0,6.0,52.0,83.0,83.0,,1.0,,,,
2018-05-03,Thursday,26,53.0,60.0,6.0,50.0,71.0,71.0,,1.0,,,,
2018-05-04,Friday,23,44.0,54.0,4.0,52.0,66.0,66.0,,1.0,,,,
2018-05-05,Saturday,23,40.0,65.0,3.0,42.0,58.0,58.0,,1.0,,,,
2018-05-06,Sunday,29,43.0,74.0,4.0,49.0,74.0,74.0,,1.0,,,,
2018-05-07,Monday,27,42.0,70.0,5.0,65.0,81.0,81.0,,1.0,,,,
2018-05-08,Tuesday,31,39.0,75.0,5.0,86.0,108.0,108.0,,,1.0,,,
2018-05-09,Wednesday,22,36.0,57.0,5.0,60.0,83.0,83.0,,1.0,,,,
2018-05-10,Thursday,26,26.0,48.0,3.0,30.0,48.0,48.0,1.0,,,,,
2018-05-11,Friday,21,47.0,55.0,3.0,41.0,51.0,51.0,,1.0,,,,
2018-05-12,Saturday,18,47.0,62.0,3.0,42.0,50.0,50.0,1.0,,,,,
2018-05-13,Sunday,26,38.0,69.0,4.0,78.0,94.0,94.0,,1.0,,,,
2018-05-14,Monday,19,42.0,61.0,4.0,67.0,82.0,82.0,,1.0,,,,
2018-05-15,Tuesday,24,46.0,60.0,4.0,52.0,65.0,65.0,,1.0,,,,
2018-05-16,Wednesday,16,51.0,62.0,4.0,46.0,54.0,54.0,,1.0,,,,
2018-05-17,Thursday,14,47.0,54.0,4.0,35.0,43.0,47.0,1.0,,,,,
2018-05-18,Friday,18,54.0,64.0,4.0,39.0,54.0,54.0,,1.0,,,,
2018-05-19,Saturday,20,81.0,70.0,4.0,44.0,56.0,81.0,,1.0,,,,
2018-05-20,Sunday,19,67.0,74.0,5.0,46.0,56.0,67.0,,1.0,,,,
2018-05-21,Monday,22,91.0,78.0,5.0,46.0,59.0,91.0,,1.0,,,,
2018-05-22,Tuesday,19,76.0,68.0,5.0,52.0,61.0,76.0,,1.0,,,,
2018-05-23,Wednesday,21,52.0,66.0,5.0,48.0,62.0,62.0,,1.0,,,,
2018-05-24,Thursday,20,49.0,50.0,4.0,36.0,41.0,49.0,1.0,,,,,
2018-05-25,Friday,27,47.0,56.0,5.0,57.0,61.0,61.0,,1.0,,,,
2018-05-26,Saturday,13,59.0,47.0,5.0,70.0,87.0,87.0,,1.0,,,,
2018-05-27,Sunday,22,50.0,60.0,5.0,98.0,118.0,118.0,,,1.0,,,
2018-05-28,Monday,20,71.0,52.0,6.0,67.0,75.0,75.0,,1.0,,,,
2018-05-29,Tuesday,26,80.0,71.0,5.0,78.0,86.0,86.0,,1.0,,,,
2018-05-30,Wednesday,20,115.0,75.0,5.0,79.0,74.0,115.0,,,1.0,,,
2018-05-31,Thursday,24,53.0,50.0,4.0,73.0,69.0,73.0,,1.0,,,,
2018-06-01,Friday,17,47.0,46.0,4.0,67.0,78.0,78.0,,1.0,,,,
2018-06-02,Saturday,22,31.0,61.0,4.0,62.0,79.0,79.0,,1.0,,,,
2018-06-03,Sunday,18,44.0,45.0,4.0,52.0,66.0,66.0,,1.0,,,,
2018-06-04,Monday,26,49.0,56.0,4.0,40.0,50.0,50.0,1.0,,,,,
2018-06-05,Tuesday,22,105.0,71.0,4.0,45.0,59.0,105.0,,,1.0,,,
2018-06-06,Wednesday,19,48.0,39.0,4.0,55.0,58.0,58.0,,1.0,,,,
2018-06-07,Thursday,21,67.0,66.0,5.0,49.0,63.0,67.0,,1.0,,,,
2018-06-08,Friday,22,61.0,56.0,4.0,43.0,48.0,61.0,,1.0,,,,
2018-06-09,Saturday,24,122.0,70.0,5.0,42.0,54.0,122.0,,,1.0,,,
2018-06-10,Sunday,20,73.0,54.0,5.0,59.0,56.0,73.0,,1.0,,,,
2018-06-11,Monday,24,83.0,68.0,7.0,64.0,68.0,83.0,,1.0,,,,
2018-06-12,Tuesday,18,85.0,59.0,5.0,62.0,60.0,85.0,,1.0,,,,
2018-06-13,Wednesday,18,62.0,59.0,5.0,47.0,57.0,62.0,,1.0,,,,
2018-06-14,Thursday,24,56.0,69.0,5.0,56.0,64.0,64.0,,1.0,,,,
2018-06-15,Friday,20,80.0,54.0,6.0,51.0,66.0,80.0,,1.0,,,,
2018-06-16,Saturday,28,117.0,48.0,7.0,48.0,68.0,117.0,,,1.0,,,
2018-06-17,Sunday,17,88.0,58.0,5.0,49.0,64.0,88.0,,1.0,,,,
2018-06-18,Monday,21,83.0,63.0,5.0,43.0,58.0,83.0,,1.0,,,,
2018-06-19,Tuesday,31,58.0,52.0,6.0,66.0,79.0,79.0,,1.0,,,,
2018-06-20,Wednesday,22,58.0,61.0,6.0,64.0,77.0,77.0,,1.0,,,,
2018-06-21,Thursday,35,98.0,86.0,7.0,62.0,83.0,98.0,,1.0,,,,
2018-06-22,Friday,28,108.0,77.0,6.0,70.0,88.0,108.0,,,1.0,,,
2018-06-23,Saturday,30,95.0,84.0,7.0,63.0,83.0,95.0,,1.0,,,,
2018-06-24,Sunday,30,87.0,91.0,7.0,68.0,90.0,90.0,,1.0,,,,
2018-06-25,Monday,30,115.0,84.0,8.0,75.0,99.0,115.0,,,1.0,,,
2018-06-26,Tuesday,31,90.0,73.0,8.0,70.0,93.0,93.0,,1.0,,,,
2018-06-27,Wednesday,29,60.0,56.0,6.0,60.0,76.0,76.0,,1.0,,,,
2018-06-28,Thursday,25,92.0,66.0,9.0,60.0,82.0,92.0,,1.0,,,,
2018-06-29,Friday,25,105.0,80.0,6.0,60.0,84.0,105.0,,,1.0,,,
2018-06-30,Saturday,28,82.0,71.0,6.0,54.0,67.0,82.0,,1.0,,,,
2018-07-01,Sunday,28,100.0,71.0,7.0,59.0,81.0,100.0,,1.0,,,,
2018-07-02,Monday,19,150.0,62.0,7.0,66.0,83.0,150.0,,,1.0,,,
2018-07-03,Tuesday,17,133.0,64.0,6.0,68.0,83.0,133.0,,,1.0,,,
2018-07-04,Wednesday,20,52.0,59.0,5.0,59.0,65.0,65.0,,1.0,,,,
2018-07-05,Thursday,23,129.0,74.0,7.0,63.0,85.0,129.0,,,1.0,,,
2018-07-06,Friday,25,117.0,64.0,6.0,57.0,79.0,117.0,,,1.0,,,
2018-07-07,Saturday,26,85.0,80.0,6.0,52.0,64.0,85.0,,1.0,,,,
2018-07-08,Sunday,26,100.0,82.0,8.0,62.0,78.0,100.0,,1.0,,,,
2018-07-09,Monday,40,70.0,74.0,8.0,63.0,77.0,77.0,,1.0,,,,
2018-07-10,Tuesday,26,72.0,68.0,8.0,66.0,77.0,77.0,,1.0,,,,
2018-07-11,Wednesday,25,72.0,75.0,8.0,66.0,82.0,82.0,,1.0,,,,
2018-07-12,Thursday,23,70.0,67.0,7.0,67.0,83.0,83.0,,1.0,,,,
2018-07-13,Friday,27,117.0,66.0,8.0,65.0,83.0,117.0,,,1.0,,,
2018-07-14,Saturday,25,101.0,64.0,6.0,57.0,74.0,101.0,,,1.0,,,
2018-07-15,Sunday,22,56.0,68.0,6.0,59.0,71.0,71.0,,1.0,,,,
2018-07-16,Monday,25,56.0,69.0,7.0,65.0,81.0,81.0,,1.0,,,,
2018-07-17,Tuesday,29,62.0,73.0,8.0,83.0,98.0,98.0,,1.0,,,,
2018-07-18,Wednesday,19,62.0,68.0,6.0,74.0,84.0,84.0,,1.0,,,,
2018-07-19,Thursday,21,46.0,53.0,6.0,61.0,74.0,74.0,,1.0,,,,
2018-07-20,Friday,35,62.0,64.0,7.0,65.0,76.0,76.0,,1.0,,,,
2018-07-21,Saturday,23,58.0,54.0,6.0,57.0,70.0,70.0,,1.0,,,,
2018-07-22,Sunday,25,52.0,67.0,7.0,63.0,76.0,76.0,,1.0,,,,
2018-07-23,Monday,23,54.0,85.0,10.0,64.0,76.0,76.0,,1.0,,,,
2018-07-24,Tuesday,21,48.0,70.0,7.0,80.0,94.0,94.0,,1.0,,,,
2018-07-25,Wednesday,25,69.0,70.0,7.0,79.0,106.0,106.0,,,1.0,,,
2018-07-26,Thursday,24,66.0,64.0,6.0,74.0,89.0,89.0,,1.0,,,,
2018-07-27,Friday,24,59.0,79.0,7.0,64.0,82.0,82.0,,1.0,,,,
2018-07-28,Saturday,15,74.0,65.0,5.0,58.0,72.0,74.0,,1.0,,,,
2018-07-29,Sunday,25,101.0,80.0,9.0,65.0,80.0,101.0,,,1.0,,,
2018-07-30,Monday,31,101.0,89.0,9.0,63.0,81.0,101.0,,,1.0,,,
2018-07-31,Tuesday,31,98.0,87.0,8.0,61.0,77.0,98.0,,1.0,,,,
2018-08-01,Wednesday,31,81.0,78.0,7.0,57.0,68.0,81.0,,1.0,,,,
2018-08-02,Thursday,26,61.0,82.0,7.0,57.0,74.0,74.0,,1.0,,,,
2018-08-03,Friday,18,49.0,53.0,6.0,54.0,67.0,67.0,,1.0,,,,
2018-08-04,Saturday,15,49.0,50.0,5.0,51.0,58.0,58.0,,1.0,,,,
2018-08-05,Sunday,28,43.0,67.0,6.0,56.0,65.0,65.0,,1.0,,,,
2018-08-06,Monday,28,49.0,75.0,6.0,57.0,72.0,72.0,,1.0,,,,
2018-08-07,Tuesday,33,56.0,66.0,6.0,68.0,82.0,82.0,,1.0,,,,
2018-08-08,Wednesday,24,61.0,61.0,6.0,68.0,85.0,85.0,,1.0,,,,
2018-08-09,Thursday,21,52.0,56.0,5.0,60.0,75.0,75.0,,1.0,,,,
2018-08-10,Friday,29,59.0,55.0,5.0,55.0,63.0,63.0,,1.0,,,,
2018-08-11,Saturday,31,80.0,68.0,5.0,60.0,65.0,80.0,,1.0,,,,
2018-08-12,Sunday,31,76.0,61.0,7.0,66.0,76.0,76.0,,1.0,,,,
2018-08-13,Monday,32,54.0,55.0,7.0,71.0,83.0,83.0,,1.0,,,,
2018-08-14,Tuesday,24,65.0,58.0,6.0,68.0,79.0,79.0,,1.0,,,,
2018-08-15,Wednesday,30,62.0,59.0,8.0,70.0,79.0,79.0,,1.0,,,,
2018-08-16,Thursday,37,53.0,63.0,8.0,73.0,80.0,80.0,,1.0,,,,
2018-08-17,Friday,36,58.0,56.0,6.0,64.0,69.0,69.0,,1.0,,,,
2018-08-18,Saturday,33,52.0,63.0,7.0,62.0,67.0,67.0,,1.0,,,,
2018-08-19,Sunday,37,51.0,83.0,8.0,69.0,78.0,78.0,,1.0,,,,
2018-08-20,Monday,24,102.0,56.0,10.0,134.0,116.0,134.0,,,1.0,,,
2018-08-21,Tuesday,24,57.0,49.0,10.0,83.0,88.0,88.0,,1.0,,,,
2018-08-22,Wednesday,30,53.0,55.0,10.0,70.0,78.0,78.0,,1.0,,,,
2018-08-23,Thursday,25,65.0,48.0,10.0,61.0,69.0,69.0,,1.0,,,,
2018-08-24,Friday,23,48.0,44.0,9.0,62.0,69.0,69.0,,1.0,,,,
2018-08-25,Saturday,33,61.0,57.0,10.0,61.0,71.0,71.0,,1.0,,,,
2018-08-26,Sunday,32,72.0,56.0,13.0,66.0,83.0,83.0,,1.0,,,,
2018-08-27,Monday,26,56.0,59.0,10.0,59.0,68.0,68.0,,1.0,,,,
2018-08-28,Tuesday,32,45.0,62.0,10.0,58.0,66.0,66.0,,1.0,,,,
2018-08-29,Wednesday,46,57.0,76.0,13.0,66.0,84.0,84.0,,1.0,,,,
2018-08-30,Thursday,45,56.0,67.0,11.0,66.0,65.0,66.0,,1.0,,,,
2018-08-31,Friday,40,67.0,63.0,13.0,68.0,63.0,68.0,,1.0,,,,
2018-09-01,Saturday,32,60.0,55.0,11.0,60.0,76.0,76.0,,1.0,,,,
2018-09-02,Sunday,20,53.0,44.0,10.0,64.0,81.0,81.0,,1.0,,,,
2018-09-03,Monday,21,54.0,44.0,10.0,66.0,81.0,81.0,,1.0,,,,
2018-09-04,Tuesday,26,56.0,54.0,11.0,61.0,74.0,74.0,,1.0,,,,
2018-09-05,Wednesday,29,51.0,58.0,11.0,60.0,72.0,72.0,,1.0,,,,
2018-09-06,Thursday,37,48.0,63.0,13.0,62.0,80.0,80.0,,1.0,,,,
2018-09-07,Friday,38,55.0,59.0,10.0,61.0,75.0,75.0,,1.0,,,,
2018-09-08,Saturday,35,62.0,69.0,10.0,62.0,76.0,76.0,,1.0,,,,
2018-09-09,Sunday,35,63.0,76.0,12.0,62.0,74.0,74.0,,1.0,,,,
2018-09-10,Monday,35,41.0,76.0,11.0,71.0,94.0,94.0,,1.0,,,,
2018-09-11,Tuesday,41,58.0,77.0,14.0,71.0,92.0,92.0,,1.0,,,,
2018-09-12,Wednesday,44,47.0,86.0,15.0,66.0,80.0,80.0,,1.0,,,,
2018-09-13,Thursday,28,33.0,74.0,11.0,79.0,87.0,87.0,,1.0,,,,
2018-09-14,Friday,28,62.0,68.0,11.0,76.0,96.0,96.0,,1.0,,,,
2018-09-15,Saturday,34,68.0,69.0,13.0,68.0,88.0,88.0,,1.0,,,,
2018-09-16,Sunday,43,67.0,85.0,16.0,70.0,91.0,91.0,,1.0,,,,
2018-09-17,Monday,47,52.0,78.0,14.0,70.0,88.0,88.0,,1.0,,,,
2018-09-18,Tuesday,34,43.0,75.0,13.0,65.0,79.0,79.0,,1.0,,,,
2018-09-19,Wednesday,29,50.0,64.0,12.0,90.0,89.0,90.0,,1.0,,,,
2018-09-20,Thursday,18,33.0,35.0,12.0,74.0,86.0,86.0,,1.0,,,,
2018-09-21,Friday,15,42.0,35.0,10.0,50.0,65.0,65.0,,1.0,,,,
2018-09-22,Saturday,25,42.0,56.0,12.0,40.0,54.0,54.0,,1.0,,,,
2018-09-23,Sunday,27,44.0,61.0,14.0,49.0,60.0,60.0,,1.0,,,,
2018-09-24,Monday,38,41.0,68.0,14.0,66.0,88.0,88.0,,1.0,,,,
2018-09-25,Tuesday,19,45.0,50.0,11.0,54.0,66.0,66.0,,1.0,,,,
2018-09-26,Wednesday,33,48.0,73.0,12.0,55.0,68.0,68.0,,1.0,,,,
2018-09-27,Thursday,31,75.0,80.0,12.0,58.0,75.0,75.0,,1.0,,,,
2018-09-28,Friday,35,42.0,60.0,12.0,46.0,55.0,55.0,,1.0,,,,
2018-09-29,Saturday,27,37.0,51.0,10.0,42.0,48.0,48.0,1.0,,,,,
2018-09-30,Sunday,41,34.0,61.0,13.0,51.0,60.0,60.0,,1.0,,,,
2018-10-01,Monday,40,52.0,66.0,12.0,61.0,72.0,72.0,,1.0,,,,
2018-10-02,Tuesday,39,40.0,64.0,14.0,58.0,73.0,73.0,,1.0,,,,
2018-10-03,Wednesday,43,39.0,70.0,13.0,64.0,74.0,74.0,,1.0,,,,
2018-10-04,Thursday,36,35.0,48.0,15.0,73.0,83.0,83.0,,1.0,,,,
2018-10-05,Friday,40,42.0,62.0,10.0,62.0,76.0,76.0,,1.0,,,,
2018-10-06,Saturday,24,54.0,49.0,9.0,61.0,69.0,69.0,,1.0,,,,
2018-10-07,Sunday,22,26.0,35.0,9.0,29.0,39.0,39.0,1.0,,,,,
2018-10-08,Monday,24,23.0,43.0,11.0,46.0,65.0,65.0,,1.0,,,,
2018-10-09,Tuesday,25,34.0,43.0,13.0,45.0,60.0,60.0,,1.0,,,,
2018-10-10,Wednesday,33,28.0,57.0,16.0,63.0,87.0,87.0,,1.0,,,,
2018-10-11,Thursday,25,20.0,43.0,19.0,47.0,82.0,82.0,,1.0,,,,
2018-10-12,Friday,26,33.0,59.0,12.0,57.0,76.0,76.0,,1.0,,,,
2018-10-13,Saturday,21,35.0,40.0,11.0,54.0,69.0,69.0,,1.0,,,,
2018-10-14,Sunday,22,17.0,45.0,16.0,54.0,81.0,81.0,,1.0,,,,
2018-10-15,Monday,29,26.0,52.0,11.0,55.0,82.0,82.0,,1.0,,,,
2018-10-16,Tuesday,24,29.0,56.0,12.0,58.0,75.0,75.0,,1.0,,,,
2018-10-17,Wednesday,25,30.0,46.0,13.0,39.0,65.0,65.0,,1.0,,,,
2018-10-18,Thursday,34,28.0,50.0,14.0,54.0,80.0,80.0,,1.0,,,,
2018-10-19,Friday,33,31.0,55.0,14.0,56.0,77.0,77.0,,1.0,,,,
2018-10-20,Saturday,33,38.0,55.0,11.0,54.0,72.0,72.0,,1.0,,,,
2018-10-21,Sunday,38,28.0,68.0,17.0,64.0,81.0,81.0,,1.0,,,,
2018-10-22,Monday,33,29.0,57.0,12.0,57.0,81.0,81.0,,1.0,,,,
2018-10-23,Tuesday,31,24.0,59.0,12.0,58.0,90.0,90.0,,1.0,,,,
2018-10-24,Wednesday,32,27.0,62.0,10.0,55.0,69.0,69.0,,1.0,,,,
2018-10-25,Thursday,21,25.0,45.0,10.0,57.0,65.0,65.0,,1.0,,,,
2018-10-26,Friday,49,25.0,51.0,13.0,71.0,84.0,84.0,,1.0,,,,
2018-10-27,Saturday,23,22.0,44.0,10.0,30.0,45.0,45.0,1.0,,,,,
2018-10-28,Sunday,20,26.0,43.0,11.0,44.0,50.0,50.0,1.0,,,,,
2018-10-29,Monday,26,15.0,40.0,10.0,45.0,69.0,69.0,,1.0,,,,
2018-10-30,Tuesday,22,19.0,44.0,11.0,53.0,81.0,81.0,,1.0,,,,
2018-10-31,Wednesday,27,29.0,62.0,10.0,49.0,77.0,77.0,,1.0,,,,
2018-11-01,Thursday,31,26.0,50.0,12.0,48.0,61.0,61.0,,1.0,,,,
2018-11-02,Friday,20,28.0,47.0,11.0,44.0,57.0,57.0,,1.0,,,,
2018-11-03,Saturday,22,31.0,46.0,13.0,40.0,50.0,50.0,1.0,,,,,
2018-11-04,Sunday,26,23.0,52.0,13.0,44.0,55.0,55.0,,1.0,,,,
2018-11-05,Monday,33,22.0,57.0,13.0,51.0,62.0,62.0,,1.0,,,,
2018-11-06,Tuesday,41,20.0,63.0,16.0,59.0,76.0,76.0,,1.0,,,,
2018-11-07,Wednesday,23,21.0,51.0,9.0,34.0,59.0,59.0,,1.0,,,,
2018-11-08,Thursday,27,17.0,52.0,12.0,42.0,69.0,69.0,,1.0,,,,
2018-11-09,Friday,26,22.0,61.0,13.0,47.0,84.0,84.0,,1.0,,,,
2018-11-10,Saturday,32,25.0,72.0,13.0,52.0,92.0,92.0,,1.0,,,,
2018-11-11,Sunday,31,27.0,57.0,10.0,58.0,105.0,105.0,,,1.0,,,
2018-11-12,Monday,32,19.0,52.0,10.0,40.0,79.0,79.0,,1.0,,,,
2018-11-13,Tuesday,28,13.0,53.0,10.0,23.0,47.0,47.0,1.0,,,,,
2018-11-14,Wednesday,23,13.0,49.0,11.0,33.0,64.0,64.0,,1.0,,,,
2018-11-15,Thursday,19,27.0,40.0,7.0,26.0,54.0,54.0,,1.0,,,,
2018-11-16,Friday,26,15.0,44.0,8.0,44.0,85.0,85.0,,1.0,,,,
2018-11-17,Saturday,42,10.0,73.0,11.0,51.0,98.0,98.0,,1.0,,,,
2018-11-18,Sunday,44,17.0,81.0,14.0,55.0,84.0,84.0,,1.0,,,,
2018-11-19,Monday,43,23.0,77.0,13.0,65.0,111.0,111.0,,,1.0,,,
2018-11-20,Tuesday,38,23.0,76.0,13.0,70.0,111.0,111.0,,,1.0,,,
2018-11-21,Wednesday,39,24.0,77.0,15.0,72.0,120.0,120.0,,,1.0,,,
2018-11-22,Thursday,41,19.0,72.0,15.0,67.0,102.0,102.0,,,1.0,,,
2018-11-23,Friday,34,22.0,50.0,9.0,46.0,66.0,66.0,,1.0,,,,
2018-11-24,Saturday,20,16.0,48.0,10.0,30.0,52.0,52.0,,1.0,,,,
2018-11-25,Sunday,24,13.0,48.0,8.0,32.0,54.0,54.0,,1.0,,,,
2018-11-26,Monday,20,11.0,36.0,8.0,28.0,56.0,56.0,,1.0,,,,
2018-11-27,Tuesday,26,17.0,51.0,9.0,33.0,51.0,51.0,,1.0,,,,
2018-11-28,Wednesday,39,18.0,73.0,13.0,56.0,87.0,87.0,,1.0,,,,
2018-11-29,Thursday,40,14.0,84.0,14.0,66.0,110.0,110.0,,,1.0,,,
2018-11-30,Friday,38,16.0,76.0,12.0,80.0,134.0,134.0,,,1.0,,,
2018-12-01,Saturday,26,22.0,59.0,12.0,64.0,103.0,103.0,,,1.0,,,
2018-12-02,Sunday,29,21.0,63.0,12.0,61.0,92.0,92.0,,1.0,,,,
2018-12-03,Monday,43,22.0,80.0,13.0,65.0,98.0,98.0,,1.0,,,,
2018-12-04,Tuesday,43,19.0,88.0,14.0,80.0,126.0,126.0,,,1.0,,,
2018-12-05,Wednesday,39,23.0,81.0,15.0,90.0,139.0,139.0,,,1.0,,,
2018-12-06,Thursday,39,21.0,78.0,15.0,92.0,140.0,140.0,,,1.0,,,
2018-12-07,Friday,24,18.0,63.0,8.0,52.0,79.0,79.0,,1.0,,,,
2018-12-08,Saturday,22,25.0,56.0,9.0,33.0,40.0,40.0,1.0,,,,,
2018-12-09,Sunday,27,19.0,65.0,9.0,41.0,52.0,52.0,,1.0,,,,
2018-12-10,Monday,26,21.0,67.0,10.0,42.0,57.0,57.0,,1.0,,,,
2018-12-11,Tuesday,30,21.0,60.0,11.0,51.0,73.0,73.0,,1.0,,,,
2018-12-12,Wednesday,46,17.0,86.0,13.0,68.0,97.0,97.0,,1.0,,,,
2018-12-13,Thursday,50,15.0,84.0,15.0,60.0,77.0,77.0,,1.0,,,,
2018-12-14,Friday,55,19.0,82.0,16.0,62.0,102.0,102.0,,,1.0,,,
2018-12-15,Saturday,41,20.0,70.0,12.0,56.0,80.0,80.0,,1.0,,,,
2018-12-16,Sunday,36,16.0,78.0,14.0,73.0,96.0,96.0,,1.0,,,,
2018-12-17,Monday,45,20.0,93.0,18.0,78.0,116.0,116.0,,,1.0,,,
2018-12-18,Tuesday,25,21.0,75.0,19.0,68.0,103.0,103.0,,,1.0,,,
2018-12-19,Wednesday,37,13.0,72.0,11.0,40.0,63.0,63.0,,1.0,,,,
2018-12-20,Thursday,34,17.0,67.0,15.0,69.0,109.0,109.0,,,1.0,,,
2018-12-21,Friday,23,21.0,56.0,11.0,42.0,69.0,69.0,,1.0,,,,
2018-12-22,Saturday,25,24.0,50.0,11.0,43.0,68.0,68.0,,1.0,,,,
2018-12-23,Sunday,31,13.0,59.0,11.0,52.0,79.0,79.0,,1.0,,,,
2018-12-24,Monday,33,18.0,67.0,12.0,57.0,90.0,90.0,,1.0,,,,
2018-12-25,Tuesday,28,22.0,69.0,16.0,61.0,98.0,98.0,,1.0,,,,
2018-12-26,Wednesday,47,18.0,91.0,14.0,63.0,93.0,93.0,,1.0,,,,
2018-12-27,Thursday,55,14.0,86.0,18.0,87.0,127.0,127.0,,,1.0,,,
2018-12-28,Friday,31,12.0,77.0,13.0,73.0,107.0,107.0,,,1.0,,,
2018-12-29,Saturday,27,21.0,65.0,9.0,38.0,50.0,50.0,1.0,,,,,
2018-12-30,Sunday,32,24.0,57.0,10.0,36.0,46.0,46.0,1.0,,,,,
2018-12-31,Monday,37,18.0,74.0,22.0,64.0,91.0,91.0,,1.0,,,,
2019-01-01,Tuesday,29,21.0,73.0,13.0,56.0,81.0,81.0,,1.0,,,,
2019-01-02,Wednesday,40,20.0,77.0,14.0,56.0,74.0,74.0,,1.0,,,,
2019-01-03,Thursday,33,9.0,88.0,16.0,70.0,113.0,113.0,,,1.0,,,
2019-01-04,Friday,39,12.0,70.0,12.0,37.0,73.0,73.0,,1.0,,,,
2019-01-05,Saturday,41,21.0,77.0,13.0,58.0,89.0,89.0,,1.0,,,,
2019-01-06,Sunday,32,16.0,78.0,17.0,78.0,126.0,126.0,,,1.0,,,
2019-01-07,Monday,38,20.0,80.0,16.0,73.0,118.0,118.0,,,1.0,,,
2019-01-08,Tuesday,29,26.0,72.0,10.0,74.0,79.0,79.0,,1.0,,,,
2019-01-09,Wednesday,30,23.0,72.0,14.0,77.0,97.0,97.0,,1.0,,,,
2019-01-10,Thursday,24,27.0,61.0,12.0,58.0,64.0,64.0,,1.0,,,,
2019-01-11,Friday,30,19.0,57.0,13.0,48.0,59.0,59.0,,1.0,,,,
2019-01-12,Saturday,34,21.0,60.0,14.0,59.0,81.0,81.0,,1.0,,,,
2019-01-13,Sunday,41,21.0,83.0,15.0,69.0,100.0,100.0,,1.0,,,,
2019-01-14,Monday,34,10.0,76.0,16.0,67.0,105.0,105.0,,,1.0,,,
2019-01-15,Tuesday,40,17.0,71.0,17.0,65.0,109.0,109.0,,,1.0,,,
2019-01-16,Wednesday,40,30.0,79.0,13.0,50.0,62.0,62.0,,1.0,,,,
2019-01-17,Thursday,25,21.0,65.0,16.0,53.0,72.0,72.0,,1.0,,,,
2019-01-18,Friday,26,23.0,50.0,10.0,27.0,42.0,42.0,1.0,,,,,
2019-01-19,Saturday,26,34.0,55.0,10.0,49.0,56.0,56.0,,1.0,,,,
2019-01-20,Sunday,33,17.0,69.0,15.0,61.0,88.0,88.0,,1.0,,,,
2019-01-21,Monday,35,17.0,77.0,18.0,75.0,124.0,124.0,,,1.0,,,
2019-01-22,Tuesday,39,21.0,76.0,17.0,71.0,112.0,112.0,,,1.0,,,
2019-01-23,Wednesday,37,20.0,84.0,17.0,74.0,107.0,107.0,,,1.0,,,
2019-01-24,Thursday,35,25.0,71.0,17.0,79.0,128.0,128.0,,,1.0,,,
2019-01-25,Friday,38,24.0,66.0,14.0,72.0,108.0,108.0,,,1.0,,,
2019-01-26,Saturday,31,22.0,73.0,13.0,69.0,86.0,86.0,,1.0,,,,
2019-01-27,Sunday,40,24.0,76.0,14.0,100.0,115.0,115.0,,,1.0,,,
2019-01-28,Monday,26,20.0,71.0,13.0,87.0,107.0,107.0,,,1.0,,,
2019-01-29,Tuesday,34,20.0,64.0,12.0,52.0,66.0,66.0,,1.0,,,,
2019-01-30,Wednesday,29,26.0,69.0,11.0,33.0,42.0,42.0,1.0,,,,,
2019-01-31,Thursday,40,22.0,76.0,14.0,62.0,84.0,84.0,,1.0,,,,
2019-02-01,Friday,21,26.0,90.0,6.0,56.0,73.0,73.0,,1.0,,,,
2019-02-02,Saturday,33,34.0,73.0,12.0,47.0,46.0,47.0,1.0,,,,,
2019-02-03,Sunday,27,22.0,69.0,11.0,47.0,50.0,50.0,1.0,,,,,
2019-02-04,Monday,30,21.0,62.0,11.0,42.0,56.0,56.0,,1.0,,,,
2019-02-05,Tuesday,27,24.0,65.0,12.0,40.0,50.0,50.0,1.0,,,,,
2019-02-06,Wednesday,33,28.0,81.0,15.0,58.0,82.0,82.0,,1.0,,,,
2019-02-07,Thursday,41,22.0,84.0,16.0,70.0,99.0,99.0,,1.0,,,,
2019-02-08,Friday,40,18.0,84.0,21.0,90.0,136.0,136.0,,,1.0,,,
2019-02-09,Saturday,39,22.0,81.0,20.0,85.0,139.0,139.0,,,1.0,,,
2019-02-10,Sunday,31,24.0,76.0,14.0,56.0,96.0,96.0,,1.0,,,,
2019-02-11,Monday,26,30.0,61.0,11.0,39.0,61.0,61.0,,1.0,,,,
