????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???
?? ??????? ??,1396/05/04,42,50,79,12,60,73,73,,1,,,,
?? ??????? ??,1396/05/05,38,48,79,8,65,77,77,,1,,,,
?? ??????? ??,1396/05/06,44,56,79,9,63,79,79,,1,,,,
?? ??????? ??,1396/05/07,37,61,79,10,59,74,74,,1,,,,
?? ??????? ??,1396/05/08,37,76,86,12,66,81,81,,1,,,,
?? ??????? ??,1396/05/09,32,78,82,12,71,84,84,,1,,,,
?? ??????? ??,1396/05/10,29,108,66,12,61,77,108,,,1,,,
?? ??????? ??,1396/05/11,30,94,76,10,59,71,94,,1,,,,
?? ??????? ??,1396/05/12,34,114,78,12,66,87,114,,,1,,,
?? ??????? ??,1396/05/13,35,99,72,9,65,86,99,,1,,,,
?? ??????? ??,1396/05/14,38,85,72,10,61,75,85,,1,,,,
?? ??????? ??,1396/05/15,41,85,81,10,63,78,85,,1,,,,
?? ??????? ??,1396/05/16,38,88,85,12,67,88,88,,1,,,,
?? ??????? ??,1396/05/17,43,77,79,12,69,89,89,,1,,,,
?? ??????? ??,1396/05/18,42,75,85,11,67,80,80,,1,,,,
?? ??????? ??,1396/05/19,,,,,,,,,,,,,
??? ??,-,,,,,,,,15,262,80,9,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
????? ?????? ????? ?? ???? ???????,,,,,,,,,,,,,,
???????,????? ?????? ?????? ???????,CO,O3,NO2,SO2,PM10,PM2.5,AQI,,,,,,
?? ??????? ??,366,0,5,3,0,5,84,89,,,,,,
